IDENTIFIER	GSM1095883	GSM1095886	GSM1095877	GSM1095878	GSM1095879	GSM1095880	GSM1095881	GSM1095882	GSM1095884	GSM1095885	GSM1095876
BC042005	5.4	21.9	69.8	15.1	74.4	65.2	12.7	3.3	48.6	37.8	53.2
BC036684	71.8	60.8	76.8	64.2	100.1	134.2	57.2	45.4	50.8	97	95.7
LOC101927467	118.2	81	78	72.2	135.7	116	38.2	135.7	126.5	132.8	88.7
LOC100130285	89.6	201.2	223.2	500.2	355.7	281.3	160.8	426.2	282	74.3	90.3
BC037947	2.3	0.8	24.8	13.4	11.4	17.3	13.3	31.9	1.1	0.6	1.6
LOC101927379	28.7	31.1	15.1	62.6	74.2	82.4	103.6	5.5	19.6	56.5	57.2
LINC00210	18.3	13.4	6.6	6.9	103	13.1	29.5	33	39.6	6	18.3
LRRC37A5P	15.1	5.8	9.4	1.7	10	7.5	38.4	2.2	1.9	2.2	4
TLR8-AS1	38.7	6.6	4.6	4	25	8.1	7.7	2.2	23.7	5.7	51.9
BC043576	54.6	6.7	22.1	86.6	100.5	100.9	34.1	29.8	31.8	34.8	8
CTD-2194D22.4	48.4	51.1	16.9	7.7	52	8.8	46.2	36.7	44.3	4.9	44.6
ZNF32-AS3	86.2	23.3	36.6	5.3	19.4	78.4	78.3	3.1	7.1	4.3	64.9
EFCAB6	7	3.3	139.9	176.4	97.8	203.1	4.6	69.4	40.4	4	79.2
BC041985	8.6	2.2	9.7	23.6	4.3	3.2	16.5	6.8	10.8	1.8	2.2
NMNAT2	6.4	134.3	11.3	9.1	56.6	93.1	9.8	24.6	19.5	4.2	24.1
BC041909	41	46.7	36.9	17	4.1	32	32	54	35.2	17.2	1.2
DSCAM-AS1	5068.5	163.6	359	819.5	3280.5	748.7	59.4	282	336.8	38174.6	33
LOC101928389	8.4	13.8	8.2	84.6	44.5	3.9	55.2	3.7	1.9	3.3	20.8
ROR1-AS1	1.9	21.1	5.3	58.5	2.3	6.7	2.3	3.2	1.1	3.5	3.4
LOC105372404	2.3	35.2	5	24.5	8.3	84.1	39.1	32.9	25.1	16.1	28.5
PLCE1-AS2	46	174.6	107.6	103.5	119.8	121.8	88.7	58.6	61.6	78.7	50.8
DIO2-AS1	43	12.7	27	64.1	44.3	17.4	71.5	72.1	36.5	34.1	38.9
BC037816	151.4	50.8	38	43.4	1854.1	501.7	46.3	447	20.7	66	875.9
LOC339568	8.1	54.4	46.1	9.1	64.8	50.9	26.3	17.4	53.9	32.2	13.3
METTL15	89.2	22	35	73.9	37.3	79.5	98.1	17	50.2	44.2	77.2
WDR11-AS1	151.7	122.4	76.7	78.8	128.4	86.1	21.4	72	143.6	57.1	100.4
IGF2BP2-AS1	3.3	27.1	14.9	73.7	9.7	20.8	85.4	31.8	17.6	7.5	13.3
BC037537	55	16.3	115.4	21.9	124.7	13.2	73.6	132.4	67.3	22.5	54.7
BC037836	10.3	8.8	18.3	6.3	10	10.3	6.4	8.4	3.8	6	13
DDX6	749.4	200.3	186.7	354.8	248.3	305.1	300.1	828.9	251.5	333.6	338.9
LINC00894	119.7	11.3	167.6	37.1	224.9	198.1	148.6	231.8	44.9	97.8	148
LOC339666	125.2	70.3	140.3	57.2	86.9	20.5	30.3	15.3	6.8	14.2	14.8
LINC01115	21	53.7	53.3	46.7	8.8	38.1	11	8.9	94.9	20.6	61.7
EP400NL	37.2	17.2	4.2	11.4	9	3.6	3	3.9	22.8	2.7	22.6
LOC101929297	7.7	7	26	3.2	2.6	6.2	67.6	27.4	12	5.7	2.4
IST1	220.2	214.1	193.2	63.2	64.9	189.9	119.5	300.7	31.3	117.3	257.6
BQ002451	166.6	150.9	175	212.7	124.8	150.3	77.4	112.1	135.5	114.9	106.9
LOC101928283	35.1	4.3	40.6	4	10.1	49	32.8	47.4	6.8	4.7	29.4
BC036639	96.1	112.5	142.1	191.2	171.6	185.8	124.4	89	100.5	154.9	139.5
BC036639	59.2	43.4	27.2	58.1	16.4	21	165.3	90.2	44.8	22.3	74.4
CCDC181	30.6	26.8	34	33.6	28.9	54.9	7.4	10	37.2	4	24.3
BC042081	3.4	1.8	3.1	10.9	2.8	3.2	10.6	1.8	1.8	3.3	5.6
LOC101928417	19.8	12.7	37.1	66.5	7.7	7	39.3	20.4	65.1	24.3	23.3
LOC101928271	6.4	12	7.3	11.9	2.2	6.5	33.6	3.1	2.5	12.1	3.9
LINC01231	130.6	156.8	193.6	142.3	173.6	203.5	133.3	100.8	127.2	155.3	123.2
BC040262	9.8	51.7	27.4	96.2	75.6	66.8	40.6	95.2	88.2	54.9	107.4
BC017944	140.7	8.9	83.6	51.5	19.7	98.6	74	41.2	23.8	7.7	83.9
PACRG-AS2	3.7	7	12.4	4.2	7.8	21.3	2.1	38.2	6.8	4.4	2.1
BC024311	3.3	5.5	2	4.4	3.2	9.1	5.3	8.9	4.3	3.9	5.1
BC036004	13.9	4.6	47.4	19	88.2	62	116.3	9.9	6.9	36.7	20.2
LOC101929406	9.3	87.5	122.5	91.2	147.4	172.3	30.4	15.9	75.5	102.7	120.6
LOC101929517	2.2	11.6	10.1	12.2	95.8	8.7	14.1	6.4	47.7	9.9	60.8
AOX2P	28.2	11	97.5	35.8	11.4	22	12	7.3	99.9	12.1	7.7
LOC101928818	87.9	8.8	12.2	33.9	58.7	9	12.4	7	40.5	25.6	3.9
MIR4435-2HG	11.6	2.6	30.2	29.5	18.4	18.2	48.1	1.4	19.5	1.2	2.1
LOC102723704	20.9	77.6	19.6	41.8	9.3	76.1	64.1	57.3	14.8	32.4	63.5
BC042735	4.6	64.6	5.9	58.5	16.8	99.4	88.9	15.4	56.1	3.3	43.3
LOC100288238	42.3	26.1	27.2	36.9	36.3	47.4	40.8	19.6	21.1	25.6	20.3
LOC101929002	4.9	80.3	65.1	8.8	92.4	132.3	597.9	48.1	23.3	22.6	108.5
BC041983	20.2	35.5	11.8	2.1	23.7	14.6	8.3	3.3	2.6	1	3.1
GLB1L3	81	28	94.1	66.9	62.3	92.4	52.5	54.7	109.6	44	133.1
BC007959	27.5	64.7	68.6	50.5	20.8	22.7	24.5	123.5	18.9	31.8	14.4
BC040921	24.2	1.7	14.7	1.5	33	82.2	5.7	35.2	4	3.9	55.5
CHCHD5	10.7	80.6	21.5	8.2	148.5	44.1	12	9.2	17.4	15.4	31.9
LOC101927657	9.2	14.3	22.6	2.4	45.9	11	15.2	3.9	2.1	3.7	7.2
BC022406	45.7	29.1	37.3	99.9	25.4	26.7	11.6	21.3	20.1	10.3	5.5
LOC101927502	65.5	18.6	11.9	4	29	15.9	7.8	76.7	43.6	9.6	27
TNRC18	258.1	223.2	410.9	423.1	349	432.1	211.5	333	160.5	224.7	298
AL713719	1.6	25.1	23.5	34.3	12.1	62.9	30.7	82	19.7	2.3	59.4
BC015844	82.9	26.6	33.6	10.5	144.6	155.2	76.6	16.9	21.3	48.4	47
LINC01197	37.1	20.8	40.6	38.6	42.3	13.6	19	3.1	13.7	30.7	9.5
LOC101927723	63.3	3.7	4.6	19.6	6.3	7.1	17.3	1.9	3.7	11.6	11.3
FAM86B3P	46.9	7.1	30.2	45.1	36.8	66.7	5.4	30.9	22.2	28.1	43.6
FAM86B3P	5	64	31	8.6	68.1	154.2	49.5	439.9	11	11.1	68.7
BC042015	2.4	7.7	11.9	2.1	12.4	13.2	7.2	7.1	5.4	13.5	10.8
FAM170A	6.4	11.6	4.2	4	6.6	12.3	18.5	11.2	12	3.8	2.4
BC015911	77.1	81.9	38	37.9	13.6	4.2	12.2	7.8	26.1	10.7	3.2
LOC339468	39.2	62.8	66.1	76.6	57.6	33.4	53.3	24.2	60.5	24.4	54.4
LINC00862	51.6	7.6	5.7	2.7	7.2	16.9	3.2	4.2	9.8	36.9	59.2
SH3PXD2B	35.5	34.8	91.3	37.1	104	51.5	97.7	55.8	39	28.1	73.4
LINC00905	40.6	7.1	42.1	5.8	80	26	3.9	26.1	11.4	10.1	35.4
LOC101927513	123.8	93.5	76.8	212.3	148	166.1	76.8	76.3	46.6	95.4	124.8
LINC00102	27.3	16.3	20.6	8.4	1.9	4.4	36.2	5.1	15.2	4.2	3.8
BC036859	33.2	23.3	24.1	51.4	11.3	54.7	91.3	80.7	21.2	11.1	53.6
FAM45A	5.1	3.4	4.1	38.9	9.1	3.2	71.7	58.1	4.9	2.4	55.3
LOC441086	60	93	88.3	12.2	95.6	102	34	30	55.2	78.3	85.8
EP300-AS1	25.3	168.2	108.4	176.2	1544.4	1898.1	1518.3	258.9	338.8	956.3	471.2
LOC101929133	75.9	7.3	8	5.1	5.9	13.9	70.2	34.6	4.7	16.5	23.8
LOC101928449	50.9	50.9	43.3	4.6	8.2	6.4	18.8	6.8	18.5	8.9	8.1
LOC340357	12.1	15	51.4	7.1	8.4	8.7	6.5	36.7	13	14.9	24.3
LOC101927648	80.4	36.3	70.1	79.8	549.9	308.7	87.9	143.9	641.3	65.3	129.4
BC033846	17.1	44.1	22.1	89.2	106.2	19.2	32.1	16.9	64.6	17.9	22
BC043379	32.1	27.9	19.3	3.1	6	5.6	20.7	6.5	2.1	6.3	3.6
BC037813	73.7	53.2	86.1	66.8	62.9	65.5	90.4	46.5	61.6	43.8	54.6
SRRM2-AS1	176.5	9.7	122.1	46.5	203	191.8	67.7	114.8	34.8	121.3	136
BC015135	63	11	20.1	60.9	4.8	32.7	5.4	44.8	2.7	4.8	29.2
BC030747	54.1	19.3	146.9	19.1	56.6	51.1	3.4	84.1	43.1	73.6	27.6
LOC101927460	15.9	2.9	38.3	12	25.3	4.7	33.3	29.1	58.9	32	67.9
BC036619	103.2	90	129.8	337.2	219.1	139.2	353.6	53.5	27.6	99.6	209
BC016998	69.1	82.3	70.3	27.1	13.1	13.5	41.8	23.8	48.3	48.1	45.5
FAHD2CP	46.4	36.6	4.2	62.7	3	2.2	4.7	6.7	2.1	23.2	10.3
CARMIL1	7.9	9.2	10.2	14.8	43.4	120.5	11.8	7.8	11	14.3	44.7
BC040835	157.9	42.6	166.5	216.1	218.1	143.1	152.9	27.8	94.1	71	118.4
BC037538	7.6	10.8	9.3	2.7	35.4	7.5	4.6	5.5	1.2	6	2.7
LOC101929949	9.3	44.7	14.8	49.1	67	59.1	62.8	26.7	38	44.2	52.6
MACROD2-AS1	3.7	3.1	2.6	13.9	10.4	6.4	5.7	40.7	10.5	5.3	2.3
LOC101928160	6.3	8	69.6	7.2	20.4	32.1	7.9	8.5	11	19.2	22.9
LOC105378130	27.4	46.5	45.4	9.7	59.9	7.5	7.3	72.8	28.4	36.6	15.5
BC007626	128.6	10.7	98	61.8	118.5	162.7	110.5	98.4	35.1	5.6	288.1
BC007626	87.3	68.7	55.7	30.6	53.9	42.2	69.3	10.8	5.4	17	62.4
BC035661	57.2	26.7	129.1	62.9	90.9	147	8.2	35.5	46.7	42.7	135.2
LINC00358	31.6	22	42.7	4.2	42.5	11.6	30.4	2	17.7	1.7	38.7
LOC101927210	32.8	30.3	71.5	15.3	63.7	82.9	95.2	3.3	22.8	78	31.2
WDFY3-AS2	60.9	10.9	116.5	226.2	88.8	110.3	78.9	46.3	195.7	43.2	96.2
BC028181	99.9	25.1	117.5	70.3	117	123.7	99.5	1.8	7.3	46.3	104
BC010059	415.7	88.5	139.7	1364.7	891	1141.7	894.9	235.4	41.9	39.3	388.6
KCNQ1-AS1	59.5	62.3	58	96.1	76.1	56.6	148.6	60.9	108.5	82.6	93.4
BC015194	8.7	3	27.5	5.6	3.9	69.8	56.4	66	50.5	4.8	11.9
BC020820	34.9	8.9	42	17.6	16.8	65	25.7	4.2	5.3	12.6	36.7
LOC101927095	10.1	16.3	17.8	27.7	10.4	65.9	5.3	12.2	18.4	4	6.9
KIAA1217	7	74.7	33.8	19.5	168.2	7.2	8.5	5.6	53	11.1	127.6
DNMBP	150.3	1.5	62.4	2.9	20.8	1.9	22.3	5.8	15.9	16.7	61.7
BC035268	42.9	7.1	35.3	10.4	12.2	76.8	15.1	21.1	86.9	32	9.7
LINC00929	5	24.9	9.1	4.4	4.2	5	4.9	4.4	3.8	4.9	5.2
LOC101928201	43.3	3.3	6.5	45	27.1	2	6	2.5	20	2.6	32.6
BC040838	4.9	6	11	50.5	61.8	18.5	8.1	54.8	11.7	31.1	46.7
BC022395	18	90.9	50.2	14.9	17.8	48.3	288	16.5	16.7	19.2	68.2
BC037412	111.8	133	173.8	143.6	37.2	141.2	115.9	77.4	160.1	133.3	72.3
HBB	33.6	63.7	40	85.2	80.9	62.5	58.7	69.1	120.6	29.2	45.7
LINC01448	39.4	8.6	69	71.9	57.3	24.3	13.7	4.6	14.5	7.6	16.7
LOC441025	18.8	38.6	37.6	42.9	37.8	10.3	55.7	26.1	4.3	6.4	50.9
LOC101928937	115.7	18.5	10.9	73.6	69.6	76	62.4	62.8	69.3	39.4	38.3
ZSCAN30	241.3	138	69	64.9	12.1	71.8	5.8	44.8	66.4	90.3	178.8
LOC101929902	7.3	5	4.6	10.8	3.5	7.9	6.7	3.8	2.7	4.7	6.7
LINC00564	1.9	1.9	14.1	2.3	1.7	5.9	6	3.6	33.4	3.5	1
ZNF292	2.5	25.1	23.2	0.9	4.5	5.7	15.9	5.5	3.1	5.7	1.6
BC036613	10.8	18.5	1	8	27.9	24.1	26.6	15.6	10.9	0.6	0.3
BC041981	52.7	4.1	6.5	4.1	42.9	48.3	86.9	7.7	1.8	10	32.3
LOC105374042	0.9	12.7	9.6	67.4	3	3.5	12.6	40	0.6	36.2	32.5
BC042957	9.2	1.3	38	2.1	12.5	5.2	1	40.3	12.6	8.3	5
BC042957	24.1	14.1	6.5	6.8	26.9	30.2	54.8	5	26.5	2.8	0.6
BC037980	0.9	26.1	3.8	33.3	3.4	12	23.7	34.7	29.1	33.3	2.6
AL706029	45.3	22.5	80	25.5	40.6	1.3	103	80.8	42.5	24.5	73.3
BC041976	2.2	1.8	1.9	8.6	40.8	1.9	13.4	1.5	3.7	21.8	64
ITGAX	9.8	2.7	7.1	6.6	47.8	6.4	5.5	7.5	4.3	4	15.6
LOC101929441	18.6	24.1	162.5	33.5	135.3	25.5	31.9	33.5	74	24.7	27.6
LOC101929241	41.1	39.5	22.5	2.3	9.3	52.2	22.9	33.6	2.2	58.6	35.4
LOC100287877	9	4.6	3.4	14.1	5.4	15.6	2.8	2.7	5.8	4.8	2.5
LOC284930	196.6	136.3	70.5	42.3	570.1	124.4	342.2	359.7	13	24.1	171.7
ITGB8	13.5	5.4	3.1	5.8	26.6	3.4	8.7	36.3	11	9	49.3
BC041971	58.9	71.1	172.8	168.3	223	194.7	221.2	28.8	24.4	1	118.5
LOC646522	36.9	56.4	7.8	5.1	3.1	6.4	28.8	7.7	7.8	3.7	6.4
RPS15	196.4	46.1	90.3	9.3	128.2	95.7	124.9	104.1	63.6	74.3	43
LOC101928135	66.1	23.9	62.3	6.4	2.6	22	20.1	10.1	67.7	21.8	19.3
BC007115	39.8	0.8	159.5	122.9	221.4	308.3	1.9	15.4	4.4	31.1	49
TBX5	38.2	59.5	11.9	18.3	5	8.9	33.9	12.4	15.3	36.2	17.1
LOC101927071	24.7	17.8	23.1	21.2	29.2	50.1	11.3	48.8	50.2	46.3	25.4
CCDC160	16.9	1.1	7.2	91.7	110.5	236.9	8.8	36.2	139.1	162.2	27.6
BC029448	46.7	13.1	54.2	147.4	31.8	78.6	45.4	61.8	53.2	9.1	87.6
BC020738	15.9	5.5	33.3	2.2	17	18	33.6	2.2	2.2	1.3	31
LOC101927406	47.9	42	78.3	19.2	85.9	79.3	6.6	14.2	17	3.1	67.8
BC033139	232	86.4	271.1	176.1	312.6	334.8	218.4	117	192.6	149.7	272.2
LOC101929680	77.4	63.1	42.6	19.4	7.6	25	8.1	104.6	20.1	52.1	64.3
BC040843	39.9	2.5	1.8	32.8	4	1.5	5.4	4.1	0.7	1.2	5.1
BC040843	1.7	2.8	1.4	2.1	4.3	7.2	1.8	2.2	2.2	15	8
GPD1	8	2.7	7.6	32.6	4.6	3.1	66.6	3.3	16.3	9.1	4.9
GPD1	7.7	2.4	17.1	2	7.4	12	4.2	5.2	1.6	2.5	39.7
BC028844	10.3	76.4	41.2	35.1	40	76.7	32.1	34.5	98.6	8.9	9.6
BC038194	34.6	35.2	56.2	33	53.9	31.4	6.8	4.7	58.2	23.5	4
LARGE-AS1	24.7	21.1	4.1	1.9	30.2	58.2	48.5	21.8	1.3	13.9	18.1
LARGE-AS1	16.9	16	3.4	0.7	3	2.5	36.4	11.2	1.8	12.6	2.2
LOC338694	26.3	62.7	95.3	34.4	40.8	26.8	59.5	47.9	49.1	97.9	10.7
LINC00620	7.9	4.2	8.2	6.6	4.8	3.3	3.8	10.2	8.5	4.4	4.7
LOC101927865	4.3	47.7	9.5	3.2	8.1	5.5	17.9	15.1	45.3	65.9	18.3
BC031946	13.1	23.3	25.5	83.3	84.7	24.3	4.8	27.7	9.4	13.9	15.3
BC042181	7.7	15.1	15.1	65.5	54.9	83	125.5	17.4	54.5	122.1	39.7
OSBP	198.4	37.8	151	199.6	123.6	163.4	79.9	31.8	39.4	25.4	170.3
BC040832	24	7.4	53.5	84.7	84.5	81.7	40.5	2.8	2	42.8	59.4
LOC729083	21.3	4.3	3.4	3.5	4.2	1.9	14.5	5.7	6.3	30.5	7.1
BC041921	3.4	2.7	4.6	11.5	1.7	6.7	10.8	7.2	12.4	34.4	13.2
BC042020	55.6	2.5	31.8	1.8	1.1	2.3	37.4	21.4	2.9	12.8	20
BC038557	9.2	59.3	48.3	55.3	15.8	77.1	59.9	34.9	60.3	21.7	10.6
LOC340581	32.5	7.5	6	29	77.2	4.3	14.6	4	19.3	6.7	9.9
BC039487	23.3	17.2	5.7	2.2	48.5	5.2	12.4	30.4	28.7	3	15.2
LINC00460	34.4	39.6	52.3	4.3	7.2	11.1	151.2	14.2	14.8	109.4	8.5
LINC01049	112.5	136.7	164.2	150.9	76.3	152.5	113.7	93.6	105.7	123	39.4
LOC101927313	4.2	7.1	11.1	11.8	12	10.8	14.3	22.5	9.3	38.8	10
BC033347	5.8	58.8	4.8	2.9	6.1	80.8	31	5	5.8	7.2	4.6
C20orf197	58.2	61.2	47	52.4	21.1	12.8	16.3	60.3	28.2	16.4	6.2
LOC105372761	6.4	18.7	98.8	11.9	15.4	46.2	16.1	16.6	4.8	7.8	42.1
LINC01395	11.6	4.8	37.1	18.3	22.6	5.6	42.1	5.9	6.4	10	9.5
LOC100289061	15.6	54.3	74.2	10.7	54.7	23.3	10.7	13.3	4.6	12.6	6.5
BC038562	13.8	0.7	0.8	16.2	0.9	1.5	6.9	2	10.6	13.5	1.2
LINC01282	4.4	3.5	22.6	3.5	28.7	12.8	48.9	38.9	2.4	10.1	56
LOC255654	7.5	5.5	9.7	9.2	8.4	10.3	7.6	10.4	7.3	10.9	7.3
AF143866	66.9	66.5	428.4	84	295	278.9	315.7	54.1	182	88.2	157.9
AF143866	169.5	30.4	230.5	55.6	153	182.9	108.3	44.8	170.2	65.4	113.5
LOC100289058	85.7	72.8	79.2	118	112.8	134.2	195.9	50.4	55.8	31.7	111
LOC101929460	13.6	14.9	22.6	105.8	78.7	42.2	57.9	45.9	9.4	13.1	73.8
LOC100289090	93.7	65.1	24.1	11.6	20.4	31.3	19.1	31	7	21.9	6.9
BC029476	104.9	3.6	84.6	49.1	102.4	100.3	47.3	83.5	14.6	52.8	90.4
LOC101929872	19.4	119.4	117.4	97.9	75.7	38.8	111.7	53.8	88.4	69.4	100.6
LINC00486	23	23.8	76.5	86.8	19.3	13.5	10.4	24.4	10.9	12.1	27.2
LINC00486	56.1	22.9	42.8	1.6	42.7	33.7	65.8	1.9	3.1	4.4	5
Z48510	9	31.1	45	7.3	14.2	2.9	60.6	6.1	6	3.7	5.5
LOC101928894	120.3	3.7	91	114.5	84.2	112.5	130.7	87.8	61.5	6.4	64.9
BC033332	1.5	36.3	18.4	15.2	20.3	9.1	26.3	2	2.2	6	28.6
AATBC	19.6	6.3	57.8	12.4	92.1	106.6	419	363.4	54.8	47.4	202.7
LOC101926948	16	20.8	16.2	14.3	62.5	73.5	14.2	22.8	50.6	13.4	24.6
CCDC33	27.1	67.3	89.2	114	84.2	75.1	115.9	55.6	25.1	38.1	131.4
BC030108	19.1	4.4	33.9	3.9	2.2	7.9	32.4	39.6	25	45.7	1.8
AL079309	3.3	23.1	6.1	7.8	19.5	91	67	58	26.5	13.5	70.5
DNAH12	5.3	11.3	8.7	4.3	68.6	26.3	2.3	8.1	4.8	5.5	47.9
IGFN1	4.1	4.2	6.5	6.3	8.8	7	12.7	11.6	4.8	3.1	51.8
LOC100507053	3.6	13.2	5.2	37.9	3.6	4.9	3.7	5.4	3	12.9	5.4
ARNTL2-AS1	31.3	34.2	2.9	5.7	10.1	4	1.9	0.8	6.1	6.4	3.7
BC040836	95.6	10	53.8	8.4	39.9	82.8	13.2	79.2	4.3	41.7	14.9
PLCE1-AS2	56.1	61.4	74.9	49.8	67.4	88.4	12	68.1	41.5	64.6	47.2
BC009036	15.4	8.6	129.8	157.6	182.3	295	3.7	11.4	52.7	5.9	80.9
BC040706	9.4	28.1	29.3	16.6	28.7	22	122.7	22.1	23.2	20.7	12.8
BC032028	48.3	12.1	22	6.9	9.7	8.1	22	20.3	13	53	43.5
LOC101927843	9.9	5.9	43.9	25.2	1	6.1	8.5	1.7	39.5	2.2	5.8
ELFN2	59.7	20.2	47.2	13.2	74.9	70.3	9.9	9.7	36.2	38.2	19.1
BC011455	312.7	75	260.3	121.5	96.9	212.6	225.4	329.4	54.3	44.4	181
BC040842	55	3.1	4.5	1.2	45.4	4.6	3.6	2.5	3.2	1.3	46.1
PIGX	99.1	256.6	394.5	250.5	462.1	353.9	88.8	425	431.8	902.9	340.3
BC039686	32.7	100	131.1	52.1	66.4	48.4	118.3	7.7	42	45.6	9.3
UBR4	63.1	10.8	41.5	6.1	11.3	36.9	18.4	20	52.3	20.4	4.3
RNF17	12.1	18.1	10.6	8.5	11.7	4.9	9.4	10.8	6.1	10.4	10.2
BC039673	8.6	2.8	8.3	2.2	45.8	47.3	45.8	8.5	20.2	34.1	35.9
LOC101927363	2.9	10.7	2.9	2.7	2.4	8.3	4.1	1.6	10.5	56.6	7.8
LOC388456	88.5	7.3	11	8.6	10.8	3.8	10.6	11.8	65.1	28.6	25.1
AK024576	51.8	53.5	96.1	51.4	48.4	32.4	75.3	56.6	70.5	47.1	25.9
HP09025	103.7	132.2	19.7	6	7.8	150.7	129.2	85.6	115	81.4	17.2
LOC100131270	13.6	63.1	16.3	5.2	5.6	9.5	39.3	3.1	16.2	16.5	19.5
LOC101927650	54.6	39.1	85.7	26.8	9.1	17.7	12	12.2	7.1	82.2	38.6
LINC01428	46.9	35.7	23.7	91.1	71.9	51.4	49.9	72.3	68.8	26.8	43.6
BC017904	2.7	34.3	21.7	43.2	62.1	23.7	45.5	7.4	10.5	3.5	62.9
AL109710	69.7	41.8	12.4	40.7	93.4	38.3	3.2	7.7	4.5	3.5	57.7
AL109710	349.1	3.6	176	335.6	532.1	556.2	127.3	222.3	65.1	89.3	593.5
BC041999	137.1	89.5	165.2	27	24.8	64.5	136	100	164.7	161.1	119.5
LINC01169	4.2	33.7	7.9	39.2	2.5	5.1	2.8	21	6.3	43.9	2
BC039684	1.6	1.5	18.9	38.2	3.3	39.5	1.5	2.9	2	49.8	37
LOC101927616	24.9	12.8	6.7	25.5	30	30.9	16.8	12.5	21.2	41.9	4.3
BC018005	8.8	3.5	38.9	18.1	4.6	49.8	142.1	81.2	38.7	4.8	150.5
MGAT5B	7.2	6.1	5.7	4.7	6	10.7	5.7	13.3	14.2	4.6	13.1
BC029470	158.6	298.1	281.1	190.5	208.9	179.7	215.9	141.9	156	241.1	136.3
BC035756	44.6	36.9	8	6.1	11.9	11.8	26.4	7.4	3.9	2.4	26.1
LOC105373418	105.8	75.7	151	8	100.3	147	77.1	65	151.9	128.7	120.7
LOC100507065	22.5	2.7	44.2	37.6	36.3	73.6	16	52.6	33.5	2.8	78.4
LINC00301	16.3	52.4	11.2	22.4	65.8	13.7	6	11.1	5.1	24.7	25.7
BC010113	7	43.1	141.9	149.3	554.7	468.8	30.2	107	55.7	63.5	55
AF086099	1.5	7.7	2.4	12.6	2.8	4.3	5.9	1.8	4.7	24.1	20
LOC101927790	14.7	4	37.5	3.6	8.1	43.4	36.5	2.5	6.2	3.2	7.1
FOXP1-AS1	11.3	13.3	10.7	20.8	16.4	17.7	75	9.6	13.9	83.3	60.3
F11	48.4	1.7	17.3	1.3	18.8	2.2	51.8	2.5	2	15.5	1.1
LOC101927508	63.4	28.9	6.8	33.4	2.5	67.9	86.4	21.7	9.8	30	22.3
LOC101928978	52.8	26.1	39.1	2.5	33.8	44.1	23.1	26.3	2.9	40.4	5.6
BC015196	104.4	55.7	94.5	64.5	122.4	113.7	13.1	41.7	55.9	74.4	67.3
NRG1-IT1	27	6.4	16.2	9.5	47	11.4	13	5.5	4.6	3.5	1.9
BC019583	28.8	7.6	6.2	5.4	6.4	2.4	10.6	5.5	4.1	19.6	9.5
LOC101927059	35.1	47.3	8.3	63.8	44.7	52.3	22.6	8.6	39	62.3	26.9
GNA14-AS1	47.5	79.8	95	61.4	84.4	177.7	62.1	68.8	68.4	89.4	43
AL832272	170.2	31.8	88.1	65.4	314.2	264.9	42	100.3	31.6	2.3	214.6
LINC01243	43.3	7.1	19.6	2.4	8.8	69.6	33.4	70.7	16.2	46.9	1.4
BC040860	8.8	4.4	10.4	11.5	66.2	14.9	3.5	34.9	12.3	10.1	15.8
BC040916	10.1	4.2	15.3	6.3	12.1	3	13.2	33.6	4.3	69.8	12.8
BC027847	75.4	7.6	23.6	9.4	13.1	21.3	11.2	6.5	15	18.6	11.1
ACVR1C	14	34.5	66.3	37.9	63.6	9.2	37.6	6.7	20.9	16	18.3
LOC102800447	6.2	7.2	4.6	2.9	9.4	9	3.2	2	9.3	10	31.3
BC041051	4.6	2.6	8.8	34.2	0.4	32.5	6.1	27.3	1.8	1.3	5
BC030117	4.6	4.1	14.4	24.5	12.2	2.5	2.6	43.3	3.2	2.6	15.5
LOC102723448	3.5	34.8	6.8	13.1	62.8	6.9	19.4	32	3.6	5.1	10.2
AK024560	26	27	57.8	54.2	50.4	54.1	45.2	1.3	19.4	8.2	46.1
LOC105372069	59.9	18.6	15.3	53.4	72.8	11.5	57.6	6.1	3.7	4	4.9
BC018004	5	10.3	16.6	48.2	46.1	68.9	5.3	30.6	36.1	1	40.3
ZNF627	10.9	15.4	106.4	17.9	19.2	12.1	19.1	9.8	17	13	30.9
IGF2BP2-AS1	30.9	48.3	22.1	15.9	1.7	28.3	28.4	31.4	38.1	4.7	1.5
IGF2BP2-AS1	11.1	8.1	6.9	46.9	138.5	81	50.7	32.5	10.4	28	23.6
MACROD2	260.9	337.2	152.6	9.4	523.2	178.1	730.8	368.6	10.1	195.4	404.5
BC038097	172.9	77.9	52.4	120	172.7	137	18.1	123	95.5	85.8	145.1
BI598831	241.4	63.2	270.3	50	266.4	201.4	862	124.9	307.3	63.6	564.8
NADK2-AS1	9.9	25.1	9.2	4.8	4.1	6.5	30.4	20.1	9.5	10.4	17
LOC414300	6.2	5.1	5.7	10.8	16	5	22.5	45.8	10.1	39.9	6.3
TMBIM4	4.5	47	74.6	50.3	75.1	80	93	115.1	3.5	88.7	146.6
CENPI	71.5	1	4.3	5.2	59.2	49.3	4.5	21.3	21.3	5.1	16.5
BC019842	14.9	60.5	66	31.1	18.8	58.9	49.4	53.4	111.1	44.2	78
BC023540	66.2	18.4	15.2	88.8	90.5	106.3	18.9	8.1	14.6	73	54.8
SLC38A10	5.9	3.2	134.8	66.5	100.7	24.9	107.8	3.2	3.4	3.9	120.8
SLC38A10	125.6	6.5	64.6	40.1	195.7	92	264.9	3.6	4.4	7.7	123.1
